Brand_Name,Material_Type,Eco_Friendly_Manufacturing,Recycling_Programs,Certifications,Transaction_Items
Brand_853,Hemp,Yes,No,GOTS,"['Hemp', 'Yes', 'No', 'GOTS']"
Brand_1881,Bamboo Fabric,No,No,B Corp,"['Bamboo Fabric', 'No', 'No', 'B Corp']"
Brand_371,Vegan Leather,Yes,No,GOTS,"['Vegan Leather', 'Yes', 'No', 'GOTS']"
Brand_2578,Bamboo Fabric,No,Yes,OEKO-TEX,"['Bamboo Fabric', 'No', 'Yes', 'OEKO-TEX']"
Brand_3707,Vegan Leather,Yes,No,B Corp,"['Vegan Leather', 'Yes', 'No', 'B Corp']"
Brand_4499,Organic Cotton,No,No,B Corp,"['Organic Cotton', 'No', 'No', 'B Corp']"
Brand_1106,Recycled Polyester,Yes,No,GOTS,"['Recycled Polyester', 'Yes', 'No', 'GOTS']"
Brand_2362,Tencel,No,Yes,Fair Trade,"['Tencel', 'No', 'Yes', 'Fair Trade']"
Brand_4190,Bamboo Fabric,Yes,Yes,GOTS,"['Bamboo Fabric', 'Yes', 'Yes', 'GOTS']"
Brand_1337,Tencel,No,Yes,Fair Trade,"['Tencel', 'No', 'Yes', 'Fair Trade']"
Brand_2190,Vegan Leather,No,No,GOTS,"['Vegan Leather', 'No', 'No', 'GOTS']"
Brand_4851,Organic Cotton,Yes,Yes,B Corp,"['Organic Cotton', 'Yes', 'Yes', 'B Corp']"
Brand_2517,Hemp,No,No,GOTS,"['Hemp', 'No', 'No', 'GOTS']"
Brand_3620,Recycled Polyester,No,No,OEKO-TEX,"['Recycled Polyester', 'No', 'No', 'OEKO-TEX']"
Brand_4150,Bamboo Fabric,No,Yes,Fair Trade,"['Bamboo Fabric', 'No', 'Yes', 'Fair Trade']"
Brand_1172,Tencel,Yes,Yes,GOTS,"['Tencel', 'Yes', 'Yes', 'GOTS']"
Brand_2814,Recycled Polyester,No,Yes,GOTS,"['Recycled Polyester', 'No', 'Yes', 'GOTS']"
Brand_2925,Bamboo Fabric,No,No,OEKO-TEX,"['Bamboo Fabric', 'No', 'No', 'OEKO-TEX']"
Brand_1423,Organic Cotton,Yes,Yes,GOTS,"['Organic Cotton', 'Yes', 'Yes', 'GOTS']"
Brand_2877,Recycled Polyester,No,No,GOTS,"['Recycled Polyester', 'No', 'No', 'GOTS']"
Brand_4326,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_1465,Organic Cotton,No,Yes,B Corp,"['Organic Cotton', 'No', 'Yes', 'B Corp']"
Brand_875,Hemp,Yes,Yes,OEKO-TEX,"['Hemp', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_2298,Recycled Polyester,No,No,B Corp,"['Recycled Polyester', 'No', 'No', 'B Corp']"
Brand_2522,Hemp,Yes,No,OEKO-TEX,"['Hemp', 'Yes', 'No', 'OEKO-TEX']"
Brand_4516,Hemp,No,Yes,B Corp,"['Hemp', 'No', 'Yes', 'B Corp']"
Brand_1252,Tencel,No,Yes,OEKO-TEX,"['Tencel', 'No', 'Yes', 'OEKO-TEX']"
Brand_3810,Tencel,Yes,No,B Corp,"['Tencel', 'Yes', 'No', 'B Corp']"
Brand_841,Organic Cotton,No,No,B Corp,"['Organic Cotton', 'No', 'No', 'B Corp']"
Brand_3340,Vegan Leather,Yes,No,Fair Trade,"['Vegan Leather', 'Yes', 'No', 'Fair Trade']"
Brand_582,Vegan Leather,Yes,Yes,B Corp,"['Vegan Leather', 'Yes', 'Yes', 'B Corp']"
Brand_205,Tencel,No,Yes,OEKO-TEX,"['Tencel', 'No', 'Yes', 'OEKO-TEX']"
Brand_1642,Vegan Leather,Yes,Yes,OEKO-TEX,"['Vegan Leather', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_2015,Bamboo Fabric,No,Yes,B Corp,"['Bamboo Fabric', 'No', 'Yes', 'B Corp']"
Brand_906,Hemp,Yes,Yes,Fair Trade,"['Hemp', 'Yes', 'Yes', 'Fair Trade']"
Brand_632,Recycled Polyester,No,No,GOTS,"['Recycled Polyester', 'No', 'No', 'GOTS']"
Brand_4279,Organic Cotton,No,No,Fair Trade,"['Organic Cotton', 'No', 'No', 'Fair Trade']"
Brand_1975,Hemp,Yes,No,OEKO-TEX,"['Hemp', 'Yes', 'No', 'OEKO-TEX']"
Brand_163,Recycled Polyester,Yes,Yes,B Corp,"['Recycled Polyester', 'Yes', 'Yes', 'B Corp']"
Brand_4183,Vegan Leather,No,Yes,B Corp,"['Vegan Leather', 'No', 'Yes', 'B Corp']"
Brand_3110,Tencel,No,No,GOTS,"['Tencel', 'No', 'No', 'GOTS']"
Brand_4679,Vegan Leather,No,Yes,B Corp,"['Vegan Leather', 'No', 'Yes', 'B Corp']"
Brand_2693,Organic Cotton,Yes,Yes,B Corp,"['Organic Cotton', 'Yes', 'Yes', 'B Corp']"
Brand_618,Hemp,Yes,Yes,B Corp,"['Hemp', 'Yes', 'Yes', 'B Corp']"
Brand_876,Tencel,Yes,Yes,B Corp,"['Tencel', 'Yes', 'Yes', 'B Corp']"
Brand_1432,Vegan Leather,Yes,No,OEKO-TEX,"['Vegan Leather', 'Yes', 'No', 'OEKO-TEX']"
Brand_548,Recycled Polyester,No,No,GOTS,"['Recycled Polyester', 'No', 'No', 'GOTS']"
Brand_4642,Tencel,Yes,No,Fair Trade,"['Tencel', 'Yes', 'No', 'Fair Trade']"
Brand_4823,Organic Cotton,Yes,No,Fair Trade,"['Organic Cotton', 'Yes', 'No', 'Fair Trade']"
Brand_4395,Organic Cotton,Yes,Yes,B Corp,"['Organic Cotton', 'Yes', 'Yes', 'B Corp']"
Brand_2665,Recycled Polyester,Yes,No,GOTS,"['Recycled Polyester', 'Yes', 'No', 'GOTS']"
Brand_2894,Hemp,No,Yes,Fair Trade,"['Hemp', 'No', 'Yes', 'Fair Trade']"
Brand_2690,Recycled Polyester,No,Yes,OEKO-TEX,"['Recycled Polyester', 'No', 'Yes', 'OEKO-TEX']"
Brand_4249,Organic Cotton,Yes,No,B Corp,"['Organic Cotton', 'Yes', 'No', 'B Corp']"
Brand_1862,Vegan Leather,No,Yes,Fair Trade,"['Vegan Leather', 'No', 'Yes', 'Fair Trade']"
Brand_641,Tencel,No,Yes,OEKO-TEX,"['Tencel', 'No', 'Yes', 'OEKO-TEX']"
Brand_3248,Recycled Polyester,No,Yes,GOTS,"['Recycled Polyester', 'No', 'Yes', 'GOTS']"
Brand_638,Tencel,No,No,OEKO-TEX,"['Tencel', 'No', 'No', 'OEKO-TEX']"
Brand_3827,Hemp,No,No,B Corp,"['Hemp', 'No', 'No', 'B Corp']"
Brand_2309,Organic Cotton,No,Yes,OEKO-TEX,"['Organic Cotton', 'No', 'Yes', 'OEKO-TEX']"
Brand_3247,Recycled Polyester,Yes,No,OEKO-TEX,"['Recycled Polyester', 'Yes', 'No', 'OEKO-TEX']"
Brand_2097,Bamboo Fabric,No,Yes,Fair Trade,"['Bamboo Fabric', 'No', 'Yes', 'Fair Trade']"
Brand_3138,Bamboo Fabric,No,Yes,Fair Trade,"['Bamboo Fabric', 'No', 'Yes', 'Fair Trade']"
Brand_3347,Hemp,No,Yes,GOTS,"['Hemp', 'No', 'Yes', 'GOTS']"
Brand_3998,Tencel,Yes,No,GOTS,"['Tencel', 'Yes', 'No', 'GOTS']"
Brand_3486,Bamboo Fabric,Yes,Yes,B Corp,"['Bamboo Fabric', 'Yes', 'Yes', 'B Corp']"
Brand_922,Recycled Polyester,No,Yes,Fair Trade,"['Recycled Polyester', 'No', 'Yes', 'Fair Trade']"
Brand_547,Tencel,Yes,Yes,OEKO-TEX,"['Tencel', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_3990,Bamboo Fabric,No,No,B Corp,"['Bamboo Fabric', 'No', 'No', 'B Corp']"
Brand_1901,Vegan Leather,No,No,GOTS,"['Vegan Leather', 'No', 'No', 'GOTS']"
Brand_2029,Bamboo Fabric,No,No,B Corp,"['Bamboo Fabric', 'No', 'No', 'B Corp']"
Brand_2302,Hemp,No,No,GOTS,"['Hemp', 'No', 'No', 'GOTS']"
Brand_1886,Recycled Polyester,No,Yes,Fair Trade,"['Recycled Polyester', 'No', 'Yes', 'Fair Trade']"
Brand_1643,Vegan Leather,Yes,No,OEKO-TEX,"['Vegan Leather', 'Yes', 'No', 'OEKO-TEX']"
Brand_4526,Hemp,Yes,No,Fair Trade,"['Hemp', 'Yes', 'No', 'Fair Trade']"
Brand_2098,Bamboo Fabric,No,Yes,OEKO-TEX,"['Bamboo Fabric', 'No', 'Yes', 'OEKO-TEX']"
Brand_4564,Vegan Leather,Yes,Yes,B Corp,"['Vegan Leather', 'Yes', 'Yes', 'B Corp']"
Brand_4287,Organic Cotton,Yes,No,OEKO-TEX,"['Organic Cotton', 'Yes', 'No', 'OEKO-TEX']"
Brand_4678,Organic Cotton,No,Yes,B Corp,"['Organic Cotton', 'No', 'Yes', 'B Corp']"
Brand_837,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_602,Organic Cotton,No,Yes,OEKO-TEX,"['Organic Cotton', 'No', 'Yes', 'OEKO-TEX']"
Brand_2185,Hemp,No,Yes,B Corp,"['Hemp', 'No', 'Yes', 'B Corp']"
Brand_4146,Recycled Polyester,Yes,No,Fair Trade,"['Recycled Polyester', 'Yes', 'No', 'Fair Trade']"
Brand_5068,Bamboo Fabric,Yes,No,B Corp,"['Bamboo Fabric', 'Yes', 'No', 'B Corp']"
Brand_4482,Bamboo Fabric,Yes,Yes,B Corp,"['Bamboo Fabric', 'Yes', 'Yes', 'B Corp']"
Brand_1583,Vegan Leather,No,Yes,Fair Trade,"['Vegan Leather', 'No', 'Yes', 'Fair Trade']"
Brand_4441,Recycled Polyester,Yes,No,OEKO-TEX,"['Recycled Polyester', 'Yes', 'No', 'OEKO-TEX']"
Brand_2749,Bamboo Fabric,Yes,Yes,GOTS,"['Bamboo Fabric', 'Yes', 'Yes', 'GOTS']"
Brand_3414,Bamboo Fabric,Yes,No,Fair Trade,"['Bamboo Fabric', 'Yes', 'No', 'Fair Trade']"
Brand_1071,Recycled Polyester,Yes,No,B Corp,"['Recycled Polyester', 'Yes', 'No', 'B Corp']"
Brand_1776,Hemp,No,Yes,OEKO-TEX,"['Hemp', 'No', 'Yes', 'OEKO-TEX']"
Brand_1284,Tencel,Yes,No,GOTS,"['Tencel', 'Yes', 'No', 'GOTS']"
Brand_3320,Vegan Leather,Yes,No,GOTS,"['Vegan Leather', 'Yes', 'No', 'GOTS']"
Brand_4505,Hemp,Yes,No,GOTS,"['Hemp', 'Yes', 'No', 'GOTS']"
Brand_4948,Hemp,Yes,No,B Corp,"['Hemp', 'Yes', 'No', 'B Corp']"
Brand_1837,Bamboo Fabric,No,No,OEKO-TEX,"['Bamboo Fabric', 'No', 'No', 'OEKO-TEX']"
Brand_4415,Recycled Polyester,No,No,Fair Trade,"['Recycled Polyester', 'No', 'No', 'Fair Trade']"
Brand_1020,Vegan Leather,No,No,GOTS,"['Vegan Leather', 'No', 'No', 'GOTS']"
Brand_3489,Vegan Leather,Yes,Yes,B Corp,"['Vegan Leather', 'Yes', 'Yes', 'B Corp']"
Brand_1327,Hemp,No,No,GOTS,"['Hemp', 'No', 'No', 'GOTS']"
Brand_476,Recycled Polyester,Yes,No,B Corp,"['Recycled Polyester', 'Yes', 'No', 'B Corp']"
Brand_3753,Bamboo Fabric,No,Yes,OEKO-TEX,"['Bamboo Fabric', 'No', 'Yes', 'OEKO-TEX']"
Brand_1652,Tencel,No,No,B Corp,"['Tencel', 'No', 'No', 'B Corp']"
Brand_4834,Vegan Leather,No,No,B Corp,"['Vegan Leather', 'No', 'No', 'B Corp']"
Brand_4460,Recycled Polyester,Yes,No,Fair Trade,"['Recycled Polyester', 'Yes', 'No', 'Fair Trade']"
Brand_2529,Vegan Leather,No,Yes,OEKO-TEX,"['Vegan Leather', 'No', 'Yes', 'OEKO-TEX']"
Brand_2856,Hemp,Yes,Yes,B Corp,"['Hemp', 'Yes', 'Yes', 'B Corp']"
Brand_2689,Hemp,No,No,B Corp,"['Hemp', 'No', 'No', 'B Corp']"
Brand_2804,Tencel,No,Yes,OEKO-TEX,"['Tencel', 'No', 'Yes', 'OEKO-TEX']"
Brand_1374,Bamboo Fabric,Yes,No,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'No', 'OEKO-TEX']"
Brand_740,Hemp,No,No,Cradle to Cradle,"['Hemp', 'No', 'No', 'Cradle to Cradle']"
Brand_3938,Tencel,Yes,Yes,Fair Trade,"['Tencel', 'Yes', 'Yes', 'Fair Trade']"
Brand_2648,Hemp,Yes,No,Fair Trade,"['Hemp', 'Yes', 'No', 'Fair Trade']"
Brand_868,Organic Cotton,No,No,GOTS,"['Organic Cotton', 'No', 'No', 'GOTS']"
Brand_1141,Recycled Polyester,No,No,OEKO-TEX,"['Recycled Polyester', 'No', 'No', 'OEKO-TEX']"
Brand_998,Tencel,Yes,Yes,B Corp,"['Tencel', 'Yes', 'Yes', 'B Corp']"
Brand_1338,Organic Cotton,No,Yes,B Corp,"['Organic Cotton', 'No', 'Yes', 'B Corp']"
Brand_542,Vegan Leather,No,No,GOTS,"['Vegan Leather', 'No', 'No', 'GOTS']"
Brand_1100,Tencel,Yes,Yes,Fair Trade,"['Tencel', 'Yes', 'Yes', 'Fair Trade']"
Brand_1133,Recycled Polyester,Yes,Yes,B Corp,"['Recycled Polyester', 'Yes', 'Yes', 'B Corp']"
Brand_4517,Recycled Polyester,Yes,Yes,GOTS,"['Recycled Polyester', 'Yes', 'Yes', 'GOTS']"
Brand_2259,Tencel,Yes,No,Fair Trade,"['Tencel', 'Yes', 'No', 'Fair Trade']"
Brand_4210,Organic Cotton,No,No,B Corp,"['Organic Cotton', 'No', 'No', 'B Corp']"
Brand_60,Recycled Polyester,Yes,Yes,GOTS,"['Recycled Polyester', 'Yes', 'Yes', 'GOTS']"
Brand_3132,Organic Cotton,Yes,No,Fair Trade,"['Organic Cotton', 'Yes', 'No', 'Fair Trade']"
Brand_1939,Hemp,Yes,No,OEKO-TEX,"['Hemp', 'Yes', 'No', 'OEKO-TEX']"
Brand_3632,Hemp,Yes,No,Fair Trade,"['Hemp', 'Yes', 'No', 'Fair Trade']"
Brand_3794,Hemp,No,Yes,B Corp,"['Hemp', 'No', 'Yes', 'B Corp']"
Brand_1079,Vegan Leather,Yes,Yes,B Corp,"['Vegan Leather', 'Yes', 'Yes', 'B Corp']"
Brand_3169,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_3405,Recycled Polyester,No,Yes,OEKO-TEX,"['Recycled Polyester', 'No', 'Yes', 'OEKO-TEX']"
Brand_4439,Hemp,Yes,No,Cradle to Cradle,"['Hemp', 'Yes', 'No', 'Cradle to Cradle']"
Brand_2701,Organic Cotton,No,No,Fair Trade,"['Organic Cotton', 'No', 'No', 'Fair Trade']"
Brand_941,Recycled Polyester,Yes,No,GOTS,"['Recycled Polyester', 'Yes', 'No', 'GOTS']"
Brand_1081,Organic Cotton,Yes,Yes,OEKO-TEX,"['Organic Cotton', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_188,Organic Cotton,Yes,No,B Corp,"['Organic Cotton', 'Yes', 'No', 'B Corp']"
Brand_2859,Vegan Leather,Yes,Yes,Fair Trade,"['Vegan Leather', 'Yes', 'Yes', 'Fair Trade']"
Brand_2086,Organic Cotton,No,Yes,OEKO-TEX,"['Organic Cotton', 'No', 'Yes', 'OEKO-TEX']"
Brand_2250,Organic Cotton,Yes,No,OEKO-TEX,"['Organic Cotton', 'Yes', 'No', 'OEKO-TEX']"
Brand_2830,Recycled Polyester,Yes,No,B Corp,"['Recycled Polyester', 'Yes', 'No', 'B Corp']"
Brand_2024,Bamboo Fabric,Yes,Yes,Fair Trade,"['Bamboo Fabric', 'Yes', 'Yes', 'Fair Trade']"
Brand_2911,Vegan Leather,Yes,Yes,OEKO-TEX,"['Vegan Leather', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_1493,Vegan Leather,Yes,Yes,GOTS,"['Vegan Leather', 'Yes', 'Yes', 'GOTS']"
Brand_4589,Recycled Polyester,Yes,Yes,Fair Trade,"['Recycled Polyester', 'Yes', 'Yes', 'Fair Trade']"
Brand_227,Hemp,Yes,Yes,GOTS,"['Hemp', 'Yes', 'Yes', 'GOTS']"
Brand_4577,Bamboo Fabric,No,No,GOTS,"['Bamboo Fabric', 'No', 'No', 'GOTS']"
Brand_2584,Organic Cotton,Yes,Yes,B Corp,"['Organic Cotton', 'Yes', 'Yes', 'B Corp']"
Brand_1930,Tencel,Yes,No,Cradle to Cradle,"['Tencel', 'Yes', 'No', 'Cradle to Cradle']"
Brand_4306,Vegan Leather,No,Yes,GOTS,"['Vegan Leather', 'No', 'Yes', 'GOTS']"
Brand_4673,Organic Cotton,Yes,No,Fair Trade,"['Organic Cotton', 'Yes', 'No', 'Fair Trade']"
Brand_1405,Recycled Polyester,Yes,Yes,B Corp,"['Recycled Polyester', 'Yes', 'Yes', 'B Corp']"
Brand_2180,Hemp,Yes,Yes,Cradle to Cradle,"['Hemp', 'Yes', 'Yes', 'Cradle to Cradle']"
Brand_698,Bamboo Fabric,Yes,No,Fair Trade,"['Bamboo Fabric', 'Yes', 'No', 'Fair Trade']"
Brand_1125,Organic Cotton,No,No,OEKO-TEX,"['Organic Cotton', 'No', 'No', 'OEKO-TEX']"
Brand_3037,Tencel,No,No,OEKO-TEX,"['Tencel', 'No', 'No', 'OEKO-TEX']"
Brand_3170,Vegan Leather,Yes,No,Fair Trade,"['Vegan Leather', 'Yes', 'No', 'Fair Trade']"
Brand_1779,Hemp,Yes,Yes,Fair Trade,"['Hemp', 'Yes', 'Yes', 'Fair Trade']"
Brand_3103,Tencel,No,No,GOTS,"['Tencel', 'No', 'No', 'GOTS']"
Brand_1038,Bamboo Fabric,Yes,No,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'No', 'OEKO-TEX']"
Brand_4346,Recycled Polyester,Yes,No,B Corp,"['Recycled Polyester', 'Yes', 'No', 'B Corp']"
Brand_2257,Recycled Polyester,Yes,Yes,B Corp,"['Recycled Polyester', 'Yes', 'Yes', 'B Corp']"
Brand_314,Bamboo Fabric,No,Yes,GOTS,"['Bamboo Fabric', 'No', 'Yes', 'GOTS']"
Brand_2282,Bamboo Fabric,Yes,Yes,B Corp,"['Bamboo Fabric', 'Yes', 'Yes', 'B Corp']"
Brand_2548,Hemp,No,Yes,Fair Trade,"['Hemp', 'No', 'Yes', 'Fair Trade']"
Brand_1417,Vegan Leather,Yes,No,Fair Trade,"['Vegan Leather', 'Yes', 'No', 'Fair Trade']"
Brand_1037,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_2160,Organic Cotton,No,Yes,Fair Trade,"['Organic Cotton', 'No', 'Yes', 'Fair Trade']"
Brand_4334,Vegan Leather,Yes,Yes,Fair Trade,"['Vegan Leather', 'Yes', 'Yes', 'Fair Trade']"
Brand_1755,Hemp,Yes,Yes,Fair Trade,"['Hemp', 'Yes', 'Yes', 'Fair Trade']"
Brand_3510,Recycled Polyester,Yes,No,Cradle to Cradle,"['Recycled Polyester', 'Yes', 'No', 'Cradle to Cradle']"
Brand_4196,Hemp,No,Yes,OEKO-TEX,"['Hemp', 'No', 'Yes', 'OEKO-TEX']"
Brand_2930,Vegan Leather,Yes,No,B Corp,"['Vegan Leather', 'Yes', 'No', 'B Corp']"
Brand_2521,Organic Cotton,No,Yes,Cradle to Cradle,"['Organic Cotton', 'No', 'Yes', 'Cradle to Cradle']"
Brand_4386,Organic Cotton,Yes,Yes,B Corp,"['Organic Cotton', 'Yes', 'Yes', 'B Corp']"
Brand_4083,Bamboo Fabric,Yes,Yes,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_3735,Tencel,No,No,Cradle to Cradle,"['Tencel', 'No', 'No', 'Cradle to Cradle']"
Brand_1507,Organic Cotton,Yes,No,B Corp,"['Organic Cotton', 'Yes', 'No', 'B Corp']"
Brand_1924,Organic Cotton,Yes,No,GOTS,"['Organic Cotton', 'Yes', 'No', 'GOTS']"
Brand_449,Tencel,No,No,B Corp,"['Tencel', 'No', 'No', 'B Corp']"
Brand_2651,Vegan Leather,Yes,Yes,OEKO-TEX,"['Vegan Leather', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_2742,Hemp,Yes,Yes,OEKO-TEX,"['Hemp', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_3608,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_362,Tencel,Yes,Yes,B Corp,"['Tencel', 'Yes', 'Yes', 'B Corp']"
Brand_2184,Vegan Leather,No,Yes,Fair Trade,"['Vegan Leather', 'No', 'Yes', 'Fair Trade']"
Brand_1135,Hemp,No,Yes,B Corp,"['Hemp', 'No', 'Yes', 'B Corp']"
Brand_4507,Tencel,Yes,No,GOTS,"['Tencel', 'Yes', 'No', 'GOTS']"
Brand_2156,Bamboo Fabric,Yes,No,Fair Trade,"['Bamboo Fabric', 'Yes', 'No', 'Fair Trade']"
Brand_1831,Organic Cotton,Yes,No,Fair Trade,"['Organic Cotton', 'Yes', 'No', 'Fair Trade']"
Brand_1054,Tencel,Yes,No,GOTS,"['Tencel', 'Yes', 'No', 'GOTS']"
Brand_2461,Bamboo Fabric,Yes,Yes,GOTS,"['Bamboo Fabric', 'Yes', 'Yes', 'GOTS']"
Brand_23,Organic Cotton,Yes,No,Cradle to Cradle,"['Organic Cotton', 'Yes', 'No', 'Cradle to Cradle']"
Brand_2067,Tencel,No,Yes,GOTS,"['Tencel', 'No', 'Yes', 'GOTS']"
Brand_1654,Hemp,No,No,OEKO-TEX,"['Hemp', 'No', 'No', 'OEKO-TEX']"
Brand_2808,Vegan Leather,No,Yes,OEKO-TEX,"['Vegan Leather', 'No', 'Yes', 'OEKO-TEX']"
Brand_3494,Vegan Leather,Yes,Yes,Fair Trade,"['Vegan Leather', 'Yes', 'Yes', 'Fair Trade']"
Brand_3039,Organic Cotton,No,Yes,B Corp,"['Organic Cotton', 'No', 'Yes', 'B Corp']"
Brand_4236,Tencel,No,No,GOTS,"['Tencel', 'No', 'No', 'GOTS']"
Brand_2469,Organic Cotton,Yes,Yes,B Corp,"['Organic Cotton', 'Yes', 'Yes', 'B Corp']"
Brand_2326,Vegan Leather,No,Yes,OEKO-TEX,"['Vegan Leather', 'No', 'Yes', 'OEKO-TEX']"
Brand_461,Vegan Leather,Yes,Yes,B Corp,"['Vegan Leather', 'Yes', 'Yes', 'B Corp']"
Brand_1068,Vegan Leather,Yes,No,OEKO-TEX,"['Vegan Leather', 'Yes', 'No', 'OEKO-TEX']"
Brand_88,Vegan Leather,Yes,No,GOTS,"['Vegan Leather', 'Yes', 'No', 'GOTS']"
Brand_1431,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_4661,Hemp,Yes,No,Fair Trade,"['Hemp', 'Yes', 'No', 'Fair Trade']"
Brand_283,Recycled Polyester,No,No,GOTS,"['Recycled Polyester', 'No', 'No', 'GOTS']"
Brand_2484,Vegan Leather,Yes,Yes,Fair Trade,"['Vegan Leather', 'Yes', 'Yes', 'Fair Trade']"
Brand_463,Vegan Leather,Yes,No,B Corp,"['Vegan Leather', 'Yes', 'No', 'B Corp']"
Brand_213,Vegan Leather,Yes,Yes,OEKO-TEX,"['Vegan Leather', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_2589,Organic Cotton,Yes,No,Fair Trade,"['Organic Cotton', 'Yes', 'No', 'Fair Trade']"
Brand_2758,Organic Cotton,Yes,No,OEKO-TEX,"['Organic Cotton', 'Yes', 'No', 'OEKO-TEX']"
Brand_2582,Vegan Leather,No,No,B Corp,"['Vegan Leather', 'No', 'No', 'B Corp']"
Brand_1369,Hemp,Yes,No,OEKO-TEX,"['Hemp', 'Yes', 'No', 'OEKO-TEX']"
Brand_235,Organic Cotton,No,Yes,GOTS,"['Organic Cotton', 'No', 'Yes', 'GOTS']"
Brand_3009,Tencel,Yes,No,GOTS,"['Tencel', 'Yes', 'No', 'GOTS']"
Brand_598,Hemp,No,No,B Corp,"['Hemp', 'No', 'No', 'B Corp']"
Brand_4602,Bamboo Fabric,Yes,Yes,OEKO-TEX,"['Bamboo Fabric', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_2251,Tencel,No,No,B Corp,"['Tencel', 'No', 'No', 'B Corp']"
Brand_4234,Hemp,Yes,Yes,GOTS,"['Hemp', 'Yes', 'Yes', 'GOTS']"
Brand_2284,Vegan Leather,Yes,No,GOTS,"['Vegan Leather', 'Yes', 'No', 'GOTS']"
Brand_663,Organic Cotton,Yes,Yes,Fair Trade,"['Organic Cotton', 'Yes', 'Yes', 'Fair Trade']"
Brand_2286,Recycled Polyester,Yes,Yes,GOTS,"['Recycled Polyester', 'Yes', 'Yes', 'GOTS']"
Brand_4908,Organic Cotton,Yes,Yes,Fair Trade,"['Organic Cotton', 'Yes', 'Yes', 'Fair Trade']"
Brand_2716,Hemp,No,No,GOTS,"['Hemp', 'No', 'No', 'GOTS']"
Brand_4435,Organic Cotton,No,Yes,B Corp,"['Organic Cotton', 'No', 'Yes', 'B Corp']"
Brand_780,Recycled Polyester,No,Yes,OEKO-TEX,"['Recycled Polyester', 'No', 'Yes', 'OEKO-TEX']"
Brand_4000,Vegan Leather,Yes,No,Fair Trade,"['Vegan Leather', 'Yes', 'No', 'Fair Trade']"
Brand_3677,Bamboo Fabric,No,No,B Corp,"['Bamboo Fabric', 'No', 'No', 'B Corp']"
Brand_3730,Tencel,Yes,No,GOTS,"['Tencel', 'Yes', 'No', 'GOTS']"
Brand_4424,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_3480,Tencel,No,Yes,GOTS,"['Tencel', 'No', 'Yes', 'GOTS']"
Brand_686,Vegan Leather,No,Yes,Fair Trade,"['Vegan Leather', 'No', 'Yes', 'Fair Trade']"
Brand_4282,Recycled Polyester,No,Yes,OEKO-TEX,"['Recycled Polyester', 'No', 'Yes', 'OEKO-TEX']"
Brand_2985,Recycled Polyester,Yes,Yes,Fair Trade,"['Recycled Polyester', 'Yes', 'Yes', 'Fair Trade']"
Brand_3782,Bamboo Fabric,No,No,B Corp,"['Bamboo Fabric', 'No', 'No', 'B Corp']"
Brand_2172,Hemp,Yes,No,OEKO-TEX,"['Hemp', 'Yes', 'No', 'OEKO-TEX']"
Brand_2896,Tencel,Yes,No,B Corp,"['Tencel', 'Yes', 'No', 'B Corp']"
Brand_1851,Vegan Leather,Yes,Yes,GOTS,"['Vegan Leather', 'Yes', 'Yes', 'GOTS']"
Brand_488,Vegan Leather,Yes,No,B Corp,"['Vegan Leather', 'Yes', 'No', 'B Corp']"
Brand_1689,Vegan Leather,No,No,OEKO-TEX,"['Vegan Leather', 'No', 'No', 'OEKO-TEX']"
Brand_2231,Vegan Leather,Yes,Yes,Fair Trade,"['Vegan Leather', 'Yes', 'Yes', 'Fair Trade']"
Brand_3553,Organic Cotton,Yes,Yes,OEKO-TEX,"['Organic Cotton', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_2321,Hemp,Yes,Yes,OEKO-TEX,"['Hemp', 'Yes', 'Yes', 'OEKO-TEX']"
Brand_783,Tencel,Yes,Yes,GOTS,"['Tencel', 'Yes', 'Yes', 'GOTS']"
Brand_522,Hemp,No,Yes,OEKO-TEX,"['Hemp', 'No', 'Yes', 'OEKO-TEX']"
